            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,             X_s,             Y_s,             Z_s,            VX_s,            VY_s,            VZ_s,
********************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2460955.541666667, A.D. 2025-Oct-07 01:00:00.0000,  9.806947175918224E+07,  4.125176226975022E+07,  2.062758785911098E+07, -1.322939653957302E+00,  3.588464232682883E+01,  1.444404515572674E+01,  1.72643092E+05,  4.87558056E+06,  1.93257099E+06,  1.37599389E+00,  5.79889769E-01,  3.05744433E-01,
2460955.583333333, A.D. 2025-Oct-07 02:00:00.0000,  9.806464405210593E+07,  4.138091916944634E+07,  2.067957280235364E+07, -1.359110384303528E+00,  3.586918685263279E+01,  1.443647760456939E+01,  1.77592818E+05,  4.87349134E+06,  1.93146982E+06,  1.37385532E+00,  5.80791256E-01,  3.06019069E-01,
2460955.625000000, A.D. 2025-Oct-07 03:00:00.0000,  9.805968623240714E+07,  4.151002038646680E+07,  2.073153048879427E+07, -1.395224454741456E+00,  3.585370752604297E+01,  1.442890249523631E+01,  1.82534848E+05,  4.87139887E+06,  1.93036766E+06,  1.37171919E+00,  5.81688282E-01,  3.06291982E-01,
2460955.666666667, A.D. 2025-Oct-07 04:00:00.0000,  9.805459850394762E+07,  4.163906583515391E+07,  2.078346089130446E+07, -1.431281928648972E+00,  3.583820446575707E+01,  1.442131987334605E+01,  1.87469194E+05,  4.86930319E+06,  1.92926452E+06,  1.36958550E+00,  5.82580864E-01,  3.06563178E-01,
2460955.708333333, A.D. 2025-Oct-07 05:00:00.0000,  9.804938107036056E+07,  4.176805543028083E+07,  2.083536398292146E+07, -1.467282869512799E+00,  3.582267779006867E+01,  1.441372978434998E+01,  1.92395862E+05,  4.86720430E+06,  1.92816040E+06,  1.36745425E+00,  5.83469017E-01,  3.06832664E-01,
2460955.750000000, A.D. 2025-Oct-07 06:00:00.0000,  9.804403413505045E+07,  4.189698908704587E+07,  2.088723973684579E+07, -1.503227340925785E+00,  3.580712761686880E+01,  1.440613227353301E+01,  1.97314863E+05,  4.86510222E+06,  1.92705532E+06,  1.36532544E+00,  5.84352755E-01,  3.07100446E-01,
2460955.791666667, A.D. 2025-Oct-07 07:00:00.0000,  9.803855790119278E+07,  4.202586672106675E+07,  2.093908812643905E+07, -1.539115406584305E+00,  3.579155406364737E+01,  1.439852738601424E+01,  2.02226204E+05,  4.86299696E+06,  1.92594928E+06,  1.36319909E+00,  5.85232094E-01,  3.07366529E-01,
2460955.833333333, A.D. 2025-Oct-07 08:00:00.0000,  9.803295257173343E+07,  4.215468824838769E+07,  2.099090912522663E+07, -1.574947130288793E+00,  3.577595724749294E+01,  1.439091516674688E+01,  2.07129895E+05,  4.86088855E+06,  1.92484229E+06,  1.36107518E+00,  5.86107049E-01,  3.07630922E-01,
2460955.875000000, A.D. 2025-Oct-07 09:00:00.0000,  9.802721834938835E+07,  4.228345358547369E+07,  2.104270270689546E+07, -1.610722575941549E+00,  3.576033728509457E+01,  1.438329566051905E+01,  2.12025945E+05,  4.85877700E+06,  1.92373434E+06,  1.35895373E+00,  5.86977636E-01,  3.07893628E-01,
2460955.916666667, A.D. 2025-Oct-07 10:00:00.0000,  9.802135543664351E+07,  4.241216264920490E+07,  2.109446884529176E+07, -1.646441807543772E+00,  3.574469429274301E+01,  1.437566891195442E+01,  2.16914361E+05,  4.85666232E+06,  1.92262546E+06,  1.35683474E+00,  5.87843869E-01,  3.08154657E-01,
2460955.958333333, A.D. 2025-Oct-07 11:00:00.0000,  9.801536403575402E+07,  4.254081535688365E+07,  2.114620751442371E+07, -1.682104889196508E+00,  3.572902838633077E+01,  1.436803496551210E+01,  2.21795154E+05,  4.85454452E+06,  1.92151563E+06,  1.35471822E+00,  5.88705763E-01,  3.08414012E-01,
2460956.000000000, A.D. 2025-Oct-07 12:00:00.0000,  9.800924434874415E+07,  4.266941162622869E+07,  2.119791868845934E+07, -1.717711885098014E+00,  3.571333968135356E+01,  1.436039386548745E+01,  2.26668332E+05,  4.85242364E+06,  1.92040488E+06,  1.35260416E+00,  5.89563333E-01,  3.08671701E-01,
2460956.041666667, A.D. 2025-Oct-07 13:00:00.0000,  9.800299657740705E+07,  4.279795137536972E+07,  2.124960234172408E+07, -1.753262859541142E+00,  3.569762829291179E+01,  1.435274565601268E+01,  2.31533904E+05,  4.85029967E+06,  1.91929320E+06,  1.35049257E+00,  5.90416594E-01,  3.08927730E-01,
2460956.083333333, A.D. 2025-Oct-07 14:00:00.0000,  9.799662092330399E+07,  4.292643452285422E+07,  2.130125844870369E+07, -1.788757876914223E+00,  3.568189433571052E+01,  1.434509038105683E+01,  2.36391879E+05,  4.84817264E+06,  1.91818060E+06,  1.34838345E+00,  5.91265562E-01,  3.09182104E-01,
2460956.125000000, A.D. 2025-Oct-07 15:00:00.0000,  9.799011758776435E+07,  4.305486098764198E+07,  2.135288698404188E+07, -1.824197001698463E+00,  3.566613792406095E+01,  1.433742808442649E+01,  2.41242265E+05,  4.84604257E+06,  1.91706709E+06,  1.34627681E+00,  5.92110251E-01,  3.09434831E-01,
2460956.166666667, A.D. 2025-Oct-07 16:00:00.0000,  9.798348677188538E+07,  4.318323068909931E+07,  2.140448792253811E+07, -1.859580298465362E+00,  3.565035917188192E+01,  1.432975880976647E+01,  2.46085072E+05,  4.84390946E+06,  1.91595267E+06,  1.34417265E+00,  5.92950675E-01,  3.09685916E-01,
2460956.208333333, A.D. 2025-Oct-07 17:00:00.0000,  9.797672867653148E+07,  4.331154354700620E+07,  2.145606123915036E+07, -1.894907831877614E+00,  3.563455819269981E+01,  1.432208260055975E+01,  2.50920308E+05,  4.84177333E+06,  1.91483735E+06,  1.34207098E+00,  5.93786850E-01,  3.09935366E-01,
2460956.250000000, A.D. 2025-Oct-07 18:00:00.0000,  9.796984350233416E+07,  4.343979948155060E+07,  2.150760690899287E+07, -1.930179666686534E+00,  3.561873509965012E+01,  1.431439950012818E+01,  2.55747983E+05,  4.83963420E+06,  1.91372114E+06,  1.33997179E+00,  5.94618791E-01,  3.10183187E-01,
2460956.291666667, A.D. 2025-Oct-07 19:00:00.0000,  9.796283144969183E+07,  4.356799841332282E+07,  2.155912490733381E+07, -1.965395867729512E+00,  3.560289000547886E+01,  1.430670955163316E+01,  2.60568106E+05,  4.83749208E+06,  1.91260403E+06,  1.33787509E+00,  5.95446512E-01,  3.10429384E-01,
2460956.333333333, A.D. 2025-Oct-07 20:00:00.0000,  9.795569271876918E+07,  4.369614026332261E+07,  2.161061520959818E+07, -2.000556499930925E+00,  3.558702302254255E+01,  1.429901279807560E+01,  2.65380685E+05,  4.83534699E+06,  1.91148605E+06,  1.33578088E+00,  5.96270028E-01,  3.10673964E-01,
2460956.375000000, A.D. 2025-Oct-07 21:00:00.0000,  9.794842750949691E+07,  4.382422495295346E+07,  2.166207779136548E+07, -2.035661628299602E+00,  3.557113426280976E+01,  1.429130928229664E+01,  2.70185729E+05,  4.83319894E+06,  1.91036718E+06,  1.33368916E+00,  5.97089353E-01,  3.10916933E-01,
2460956.416666667, A.D. 2025-Oct-07 22:00:00.0000,  9.794103602157187E+07,  4.395225240401706E+07,  2.171351262836746E+07, -2.070711317926303E+00,  3.555522383786248E+01,  1.428359904697829E+01,  2.74983247E+05,  4.83104795E+06,  1.90924745E+06,  1.33159995E+00,  5.97904502E-01,  3.11158298E-01,
2460956.458333333, A.D. 2025-Oct-07 23:00:00.0000,  9.793351845445618E+07,  4.408022253872032E+07,  2.176491969649094E+07, -2.105705633984653E+00,  3.553929185889619E+01,  1.427588213464342E+01,  2.79773249E+05,  4.82889403E+06,  1.90812685E+06,  1.32951323E+00,  5.98715490E-01,  3.11398063E-01,
2460956.500000000, A.D. 2025-Oct-08 00:00:00.0000,  9.792587500737715E+07,  4.420813527966975E+07,  2.181629897177551E+07, -2.140644641728636E+00,  3.552333843672129E+01,  1.426815858765644E+01,  2.84555744E+05,  4.82673720E+06,  1.90700538E+06,  1.32742902E+00,  5.99522331E-01,  3.11636236E-01,
2460956.541666667, A.D. 2025-Oct-08 01:00:00.0000,  9.791810587932728E+07,  4.433599054986586E+07,  2.186765043041132E+07, -2.175528406490102E+00,  3.550736368176462E+01,  1.426042844822398E+01,  2.89330739E+05,  4.82457747E+06,  1.90588307E+06,  1.32534731E+00,  6.00325040E-01,  3.11872821E-01,
2460956.583333333, A.D. 2025-Oct-08 02:00:00.0000,  9.791021126906355E+07,  4.446378827271025E+07,  2.191897404874187E+07, -2.210356993679726E+00,  3.549136770406937E+01,  1.425269175839487E+01,  2.94098245E+05,  4.82241487E+06,  1.90475990E+06,  1.32326812E+00,  6.01123631E-01,  3.12107826E-01,
2460956.625000000, A.D. 2025-Oct-08 03:00:00.0000,  9.790219137510727E+07,  4.459152837199994E+07,  2.197026980326175E+07, -2.245130468784522E+00,  3.547535061329663E+01,  1.424494856006081E+01,  2.98858271E+05,  4.82024939E+06,  1.90363589E+06,  1.32119143E+00,  6.01918119E-01,  3.12341256E-01,
2460956.666666667, A.D. 2025-Oct-08 04:00:00.0000,  9.789404639574413E+07,  4.471921077192190E+07,  2.202153767061438E+07, -2.279848897365393E+00,  3.545931251872686E+01,  1.423719889495705E+01,  3.03610825E+05,  4.81808106E+06,  1.90251105E+06,  1.31911726E+00,  6.02708518E-01,  3.12573117E-01,
2460956.708333333, A.D. 2025-Oct-08 05:00:00.0000,  9.788577652902336E+07,  4.484683539705999E+07,  2.207277762759486E+07, -2.314512345058092E+00,  3.544325352925983E+01,  1.422944280466239E+01,  3.08355916E+05,  4.81590989E+06,  1.90138537E+06,  1.31704561E+00,  6.03494842E-01,  3.12803416E-01,
2460956.750000000, A.D. 2025-Oct-08 06:00:00.0000,  9.787738197275789E+07,  4.497440217238940E+07,  2.212398965114763E+07, -2.349120877570778E+00,  3.542717375341612E+01,  1.422168033059977E+01,  3.13093555E+05,  4.81373590E+06,  1.90025886E+06,  1.31497647E+00,  6.04277106E-01,  3.13032157E-01,
2460956.791666667, A.D. 2025-Oct-08 07:00:00.0000,  9.786886292452411E+07,  4.510191102327118E+07,  2.217517371836436E+07, -2.383674560681592E+00,  3.541107329933864E+01,  1.421391151403710E+01,  3.17823748E+05,  4.81155910E+06,  1.89913154E+06,  1.31290986E+00,  6.05055323E-01,  3.13259347E-01,
2460956.833333333, A.D. 2025-Oct-08 08:00:00.0000,  9.786021958166130E+07,  4.522936187545916E+07,  2.222632980648667E+07, -2.418173460239637E+00,  3.539495227479263E+01,  1.420613639608714E+01,  3.22546507E+05,  4.80937951E+06,  1.89800340E+06,  1.31084577E+00,  6.05829509E-01,  3.13484992E-01,
2460956.875000000, A.D. 2025-Oct-08 09:00:00.0000,  9.785145214127152E+07,  4.535675465509447E+07,  2.227745789290386E+07, -2.452617642162551E+00,  3.537881078716684E+01,  1.419835501770805E+01,  3.27261840E+05,  4.80719714E+06,  1.89687445E+06,  1.30878421E+00,  6.06599678E-01,  3.13709098E-01,
2460956.916666667, A.D. 2025-Oct-08 10:00:00.0000,  9.784256080021968E+07,  4.548408928869997E+07,  2.232855795515080E+07, -2.487007172434133E+00,  3.536264894347553E+01,  1.419056741970438E+01,  3.31969755E+05,  4.80501200E+06,  1.89574470E+06,  1.30672518E+00,  6.07365843E-01,  3.13931670E-01,
2460956.958333333, A.D. 2025-Oct-08 11:00:00.0000,  9.783354575513278E+07,  4.561136570318727E+07,  2.237962997091060E+07, -2.521342117105323E+00,  3.534646685035807E+01,  1.418277364272676E+01,  3.36670262E+05,  4.80282411E+06,  1.89461414E+06,  1.30466867E+00,  6.08128018E-01,  3.14152715E-01,
2460957.000000000, A.D. 2025-Oct-08 12:00:00.0000,  9.782440720239988E+07,  4.573858382585123E+07,  2.243067391801245E+07, -2.555622542291818E+00,  3.533026461408053E+01,  1.417497372727272E+01,  3.41363371E+05,  4.80063348E+06,  1.89348280E+06,  1.30261470E+00,  6.08886219E-01,  3.14372238E-01,
2460957.041666667, A.D. 2025-Oct-08 13:00:00.0000,  9.781514533817221E+07,  4.586574358436441E+07,  2.248168977442940E+07, -2.589848514171715E+00,  3.531404234053719E+01,  1.416716771368734E+01,  3.46049090E+05,  4.79844013E+06,  1.89235066E+06,  1.30056327E+00,  6.09640458E-01,  3.14590245E-01,
2460957.083333333, A.D. 2025-Oct-08 14:00:00.0000,  9.780576035836238E+07,  4.599284490678409E+07,  2.253267751828110E+07, -2.624020098986510E+00,  3.529780013525047E+01,  1.415935564216316E+01,  3.50727428E+05,  4.79624407E+06,  1.89121775E+06,  1.29851438E+00,  6.10390750E-01,  3.14806741E-01,
2460957.125000000, A.D. 2025-Oct-08 15:00:00.0000,  9.779625245864438E+07,  4.611988772154678E+07,  2.258363712783170E+07, -2.658137363038748E+00,  3.528153810337243E+01,  1.415153755274095E+01,  3.55398395E+05,  4.79404532E+06,  1.89008406E+06,  1.29646802E+00,  6.11137109E-01,  3.15021734E-01,
2460957.166666667, A.D. 2025-Oct-08 16:00:00.0000,  9.778662183445376E+07,  4.624687195746268E+07,  2.263456858148742E+07, -2.692200372689689E+00,  3.526525634968626E+01,  1.414371348531034E+01,  3.60062000E+05,  4.79184389E+06,  1.88894959E+06,  1.29442421E+00,  6.11879548E-01,  3.15235228E-01,
2460957.208333333, A.D. 2025-Oct-08 17:00:00.0000,  9.777686868098667E+07,  4.637379754372274E+07,  2.268547185779963E+07, -2.726209194360327E+00,  3.524895497860626E+01,  1.413588347960977E+01,  3.64718251E+05,  4.78963979E+06,  1.88781437E+06,  1.29238294E+00,  6.12618082E-01,  3.15447229E-01,
2460957.250000000, A.D. 2025-Oct-08 18:00:00.0000,  9.776699319320013E+07,  4.650066440989311E+07,  2.273634693546240E+07, -2.760163894529065E+00,  3.523263409417929E+01,  1.412804757522719E+01,  3.69367159E+05,  4.78743304E+06,  1.88667838E+06,  1.29034421E+00,  6.13352725E-01,  3.15657743E-01,
2460957.291666667, A.D. 2025-Oct-08 19:00:00.0000,  9.775699556581199E+07,  4.662747248590970E+07,  2.278719379331037E+07, -2.794064539729413E+00,  3.521629380008631E+01,  1.412020581160075E+01,  3.74008732E+05,  4.78522366E+06,  1.88554163E+06,  1.28830804E+00,  6.14083490E-01,  3.15866775E-01,
2460957.333333333, A.D. 2025-Oct-08 20:00:00.0000,  9.774687599330020E+07,  4.675422170208520E+07,  2.283801241032160E+07, -2.827911196551021E+00,  3.519993419964227E+01,  1.411235822801875E+01,  3.78642979E+05,  4.78301165E+06,  1.88440414E+06,  1.28627441E+00,  6.14810391E-01,  3.16074332E-01,
2460957.375000000, A.D. 2025-Oct-08 21:00:00.0000,  9.773663466990289E+07,  4.688091198910353E+07,  2.288880276561531E+07, -2.861703931637383E+00,  3.518355539579769E+01,  1.410450486362027E+01,  3.83269909E+05,  4.78079703E+06,  1.88326590E+06,  1.28424334E+00,  6.15533442E-01,  3.16280419E-01,
2460957.416666667, A.D. 2025-Oct-08 22:00:00.0000,  9.772627178961843E+07,  4.700754327801444E+07,  2.293956483844967E+07, -2.895442811683559E+00,  3.516715749114009E+01,  1.409664575739596E+01,  3.87889533E+05,  4.77857981E+06,  1.88212692E+06,  1.28221481E+00,  6.16252657E-01,  3.16485041E-01,
2460957.458333333, A.D. 2025-Oct-08 23:00:00.0000,  9.771578754620478E+07,  4.713411550024053E+07,  2.299029860822463E+07, -2.929127903437229E+00,  3.515074058789394E+01,  1.408878094818788E+01,  3.92501858E+05,  4.77636001E+06,  1.88098721E+06,  1.28018884E+00,  6.16968049E-01,  3.16688205E-01,
2460957.500000000, A.D. 2025-Oct-09 00:00:00.0000,  9.770518213317943E+07,  4.726062858757168E+07,  2.304100405447967E+07, -2.962759273696419E+00,  3.513430478792218E+01,  1.408091047469023E+01,  3.97106895E+05,  4.77413765E+06,  1.87984677E+06,  1.27816543E+00,  6.17679631E-01,  3.16889915E-01,
2460957.541666667, A.D. 2025-Oct-09 01:00:00.0000,  9.769445574381970E+07,  4.738708247215977E+07,  2.309168115689169E+07, -2.996336989307260E+00,  3.511785019272770E+01,  1.407303437545007E+01,  4.01704651E+05,  4.77191272E+06,  1.87870560E+06,  1.27614458E+00,  6.18387419E-01,  3.17090178E-01,
2460957.583333333, A.D. 2025-Oct-09 02:00:00.0000,  9.768360857116181E+07,  4.751347708652552E+07,  2.314232989527773E+07, -3.029861117165044E+00,  3.510137690345329E+01,  1.406515268886718E+01,  4.06295138E+05,  4.76968526E+06,  1.87756372E+06,  1.27412629E+00,  6.19091424E-01,  3.17289000E-01,
2460957.625000000, A.D. 2025-Oct-09 03:00:00.0000,  9.767264080800106E+07,  4.763981236355315E+07,  2.319295024959281E+07, -3.063331724211989E+00,  3.508488502088314E+01,  1.405726545319481E+01,  4.10878363E+05,  4.76745527E+06,  1.87642112E+06,  1.27211056E+00,  6.19791661E-01,  3.17486384E-01,
2460957.666666667, A.D. 2025-Oct-09 04:00:00.0000,  9.766155264689203E+07,  4.776608823648491E+07,  2.324354219992775E+07, -3.096748877435020E+00,  3.506837464544434E+01,  1.404937270654034E+01,  4.15454336E+05,  4.76522277E+06,  1.87527782E+06,  1.27009739E+00,  6.20488143E-01,  3.17682338E-01,
2460957.708333333, A.D. 2025-Oct-09 05:00:00.0000,  9.765034428014775E+07,  4.789230463892809E+07,  2.329410572651193E+07, -3.130112643866837E+00,  3.505184587720674E+01,  1.404147448686523E+01,  4.20023066E+05,  4.76298776E+06,  1.87413381E+06,  1.26808678E+00,  6.21180883E-01,  3.17876867E-01,
2460957.750000000, A.D. 2025-Oct-09 06:00:00.0000,  9.763901589983980E+07,  4.801846150484957E+07,  2.334464080971112E+07, -3.163423090583714E+00,  3.503529881588460E+01,  1.403357083198567E+01,  4.24584563E+05,  4.76075027E+06,  1.87298911E+06,  1.26607874E+00,  6.21869895E-01,  3.18069976E-01,
2460957.791666667, A.D. 2025-Oct-09 07:00:00.0000,  9.762756769779864E+07,  4.814455876857046E+07,  2.339514743002536E+07, -3.196680284703302E+00,  3.501873356083793E+01,  1.402566177957330E+01,  4.29138835E+05,  4.75851030E+06,  1.87184371E+06,  1.26407327E+00,  6.22555193E-01,  3.18261671E-01,
2460957.833333333, A.D. 2025-Oct-09 08:00:00.0000,  9.761599986561255E+07,  4.827059636477304E+07,  2.344562556809168E+07, -3.229884293385715E+00,  3.500215021107254E+01,  1.401774736715515E+01,  4.33685893E+05,  4.75626788E+06,  1.87069763E+06,  1.26207037E+00,  6.23236789E-01,  3.18451957E-01,
2460957.875000000, A.D. 2025-Oct-09 09:00:00.0000,  9.760431259462810E+07,  4.839657422849537E+07,  2.349607520468193E+07, -3.263035183831350E+00,  3.498554886524144E+01,  1.400982763211428E+01,  4.38225744E+05,  4.75402300E+06,  1.86955086E+06,  1.26007003E+00,  6.23914698E-01,  3.18640840E-01,
2460957.916666667, A.D. 2025-Oct-09 10:00:00.0000,  9.759250607595013E+07,  4.852249229512594E+07,  2.354649632070064E+07, -3.296133023278722E+00,  3.496892962164642E+01,  1.400190261169049E+01,  4.42758399E+05,  4.75177569E+06,  1.86840341E+06,  1.25807227E+00,  6.24588931E-01,  3.18828325E-01,
2460957.958333333, A.D. 2025-Oct-09 11:00:00.0000,  9.758058050044104E+07,  4.864835050041056E+07,  2.359688889718780E+07, -3.329177879005562E+00,  3.495229257823795E+01,  1.399397234298027E+01,  4.47283867E+05,  4.74952597E+06,  1.86725530E+06,  1.25607708E+00,  6.25259503E-01,  3.19014418E-01,
2460958.000000000, A.D. 2025-Oct-09 12:00:00.0000,  9.756853605872093E+07,  4.877414878044707E+07,  2.364725291531668E+07, -3.362169818326662E+00,  3.493563783261661E+01,  1.398603686293745E+01,  4.51802157E+05,  4.74727383E+06,  1.86610651E+06,  1.25408446E+00,  6.25926427E-01,  3.19199124E-01,
2460958.041666667, A.D. 2025-Oct-09 13:00:00.0000,  9.755637294116792E+07,  4.889988707167991E+07,  2.369758835639172E+07, -3.395108908591742E+00,  3.491896548203468E+01,  1.397809620837389E+01,  4.56313277E+05,  4.74501930E+06,  1.86495706E+06,  1.25209442E+00,  6.26589715E-01,  3.19382449E-01,
2460958.083333333, A.D. 2025-Oct-09 14:00:00.0000,  9.754409133791716E+07,  4.902556531090715E+07,  2.374789520185121E+07, -3.427995217186555E+00,  3.490227562339604E+01,  1.397015041595942E+01,  4.60817239E+05,  4.74276239E+06,  1.86380696E+06,  1.25010696E+00,  6.27249381E-01,  3.19564397E-01,
2460958.125000000, A.D. 2025-Oct-09 15:00:00.0000,  9.753169143886122E+07,  4.915118343527503E+07,  2.379817343326522E+07, -3.460828811530760E+00,  3.488556835325762E+01,  1.396219952222251E+01,  4.65314050E+05,  4.74050311E+06,  1.86265620E+06,  1.24812207E+00,  6.27905438E-01,  3.19744974E-01,
2460958.166666667, A.D. 2025-Oct-09 16:00:00.0000,  9.751917343365027E+07,  4.927674138227273E+07,  2.384842303233346E+07, -3.493609759075820E+00,  3.486884376783094E+01,  1.395424356355098E+01,  4.69803720E+05,  4.73824147E+06,  1.86150480E+06,  1.24613975E+00,  6.28557900E-01,  3.19924187E-01,
2460958.208333333, A.D. 2025-Oct-09 17:00:00.0000,  9.750653751169115E+07,  4.940223908973922E+07,  2.389864398088800E+07, -3.526338127306111E+00,  3.485210196298201E+01,  1.394628257619186E+01,  4.74286259E+05,  4.73597750E+06,  1.86035275E+06,  1.24416002E+00,  6.29206778E-01,  3.20102039E-01,
2460958.250000000, A.D. 2025-Oct-09 18:00:00.0000,  9.749378386214778E+07,  4.952767649585798E+07,  2.394883626089114E+07, -3.559013983736830E+00,  3.483534303423283E+01,  1.393831659625214E+01,  4.78761675E+05,  4.73371119E+06,  1.85920006E+06,  1.24218287E+00,  6.29852086E-01,  3.20278536E-01,
2460958.291666667, A.D. 2025-Oct-09 19:00:00.0000,  9.748091267394131E+07,  4.965305353915169E+07,  2.399899985443327E+07, -3.591637395911912E+00,  3.481856707676289E+01,  1.393034565969942E+01,  4.83229978E+05,  4.73144257E+06,  1.85804675E+06,  1.24020830E+00,  6.30493837E-01,  3.20453684E-01,
2460958.333333333, A.D. 2025-Oct-09 20:00:00.0000,  9.746792413574931E+07,  4.977837015848912E+07,  2.404913474373568E+07, -3.624208431405157E+00,  3.480177418540905E+01,  1.392236980236183E+01,  4.87691177E+05,  4.72917164E+06,  1.85689280E+06,  1.23823630E+00,  6.31132044E-01,  3.20627488E-01,
2460958.375000000, A.D. 2025-Oct-09 21:00:00.0000,  9.745481843600604E+07,  4.990362629307984E+07,  2.409924091114835E+07, -3.656727157818159E+00,  3.478496445466709E+01,  1.391438905992872E+01,  4.92145282E+05,  4.72689842E+06,  1.85573823E+06,  1.23626690E+00,  6.31766720E-01,  3.20799953E-01,
2460958.416666667, A.D. 2025-Oct-09 22:00:00.0000,  9.744159576290272E+07,  5.002882188246892E+07,  2.414931833914790E+07, -3.689193642778250E+00,  3.476813797869316E+01,  1.390640346795132E+01,  4.96592301E+05,  4.72462292E+06,  1.85458304E+06,  1.23430007E+00,  6.32397877E-01,  3.20971085E-01,
2460958.458333333, A.D. 2025-Oct-09 23:00:00.0000,  9.742825630438671E+07,  5.015395686654384E+07,  2.419936701034028E+07, -3.721607953939642E+00,  3.475129485130370E+01,  1.389841306184269E+01,  5.01032245E+05,  4.72234516E+06,  1.85342724E+06,  1.23233583E+00,  6.33025528E-01,  3.21140888E-01,
2460958.500000000, A.D. 2025-Oct-10 00:00:00.0000,  9.741480024816166E+07,  5.027903118552925E+07,  2.424938690745873E+07, -3.753970158981380E+00,  3.473443516597692E+01,  1.389041787687836E+01,  5.05465122E+05,  4.72006514E+06,  1.85227083E+06,  1.23037417E+00,  6.33649686E-01,  3.21309368E-01,
2460958.541666667, A.D. 2025-Oct-10 01:00:00.0000,  9.740122778168809E+07,  5.040404477998158E+07,  2.429937801336153E+07, -3.786280325605311E+00,  3.471755901585433E+01,  1.388241794819707E+01,  5.09890941E+05,  4.71778288E+06,  1.85111381E+06,  1.22841510E+00,  6.34270364E-01,  3.21476531E-01,
2460958.583333333, A.D. 2025-Oct-10 02:00:00.0000,  9.738753909218223E+07,  5.052899759079611E+07,  2.434934031103493E+07, -3.818538521537236E+00,  3.470066649374061E+01,  1.387441331080060E+01,  5.14309713E+05,  4.71549840E+06,  1.84995620E+06,  1.22645862E+00,  6.34887575E-01,  3.21642380E-01,
2460958.625000000, A.D. 2025-Oct-10 03:00:00.0000,  9.737373436661650E+07,  5.065388955920155E+07,  2.439927378359085E+07, -3.850744814524887E+00,  3.468375769210508E+01,  1.386640399955451E+01,  5.18721446E+05,  4.71321170E+06,  1.84879799E+06,  1.22450472E+00,  6.35501330E-01,  3.21806922E-01,
2460958.666666667, A.D. 2025-Oct-10 04:00:00.0000,  9.735981379171982E+07,  5.077872062675487E+07,  2.444917841426496E+07, -3.882899272335928E+00,  3.466683270308326E+01,  1.385839004918882E+01,  5.23126149E+05,  4.71092279E+06,  1.84763919E+06,  1.22255341E+00,  6.36111643E-01,  3.21970162E-01,
2460958.708333333, A.D. 2025-Oct-10 05:00:00.0000,  9.734577755397664E+07,  5.090349073534816E+07,  2.449905418641924E+07, -3.915001962759112E+00,  3.464989161847670E+01,  1.385037149429787E+01,  5.27523833E+05,  4.70863170E+06,  1.84647981E+06,  1.22060469E+00,  6.36718526E-01,  3.22132104E-01,
2460958.750000000, A.D. 2025-Oct-10 06:00:00.0000,  9.733162583962739E+07,  5.102819982720343E+07,  2.454890108354001E+07, -3.947052953602288E+00,  3.463293452975449E+01,  1.384234836934104E+01,  5.31914506E+05,  4.70633842E+06,  1.84531984E+06,  1.21865856E+00,  6.37321992E-01,  3.22292755E-01,
2460958.791666667, A.D. 2025-Oct-10 07:00:00.0000,  9.731735883466876E+07,  5.115284784486729E+07,  2.459871908923580E+07, -3.979052312690421E+00,  3.461596152805480E+01,  1.383432070864342E+01,  5.36298177E+05,  4.70404298E+06,  1.84415930E+06,  1.21671501E+00,  6.37922053E-01,  3.22452118E-01,
